step,action
2,30
3,41
4,20
0,24
1,22
0,8
1,35
2,39
3,26
4,32
0,32
1,18
2,26
0,41
1,32
0,12
1,3
2,30
0,18
1,2
2,10
0,35
1,18
2,26
3,39
0,39
1,30
0,10
1,16
2,21
3,27
4,28
5,24
6,19
7,16
8,22
0,4
1,2
2,8
3,30
4,12
5,28
6,16
7,2
8,21
0,37
1,35
0,21
0,20
1,33
0,29
1,7
0,14
1,36
0,35
1,29
2,17
3,33
4,20
0,33
0,11
1,27
2,38
3,1
4,24
5,4
6,38
0,16
1,22
0,8
1,37
2,20
0,22
1,27
2,27
3,40
0,5
1,23
2,14
3,28
0,18
1,12
2,15
3,7
4,11
5,6
6,35
7,3
8,41
9,38
10,35
0,5
1,0
2,28
3,20
0,7
1,42
0,2
1,33
0,12
0,1
1,29
2,6
3,27
4,14
0,30
1,32
0,3
1,19
2,33
3,43
4,31
5,17
6,19
7,38
8,29
9,22
0,18
1,13
2,29
3,8
0,33
0,40
1,18
2,15
3,17
0,43
1,27
2,27
3,22
0,40
1,8
2,40
3,3
4,0
0,39
1,41
2,13
3,2
4,28
5,42
6,14
7,1
0,14
1,25
2,7
0,26
1,4
2,43
0,19
1,20
0,10
0,36
1,36
2,31
3,15
0,41
1,31
0,36
1,33
0,2
1,24
2,21
3,5
4,7
5,23
6,17
7,20
0,16
1,23
2,29
0,9
1,1
2,28
3,27
4,1
5,33
0,21
0,31
1,36
2,38
3,35
0,5
1,5
2,27
0,7
1,33
2,5
3,27
4,27
0,4
1,16
2,25
0,42
1,29
2,42
0,19
1,30
2,20
0,41
1,13
2,22
0,0
0,28
1,35
2,0
3,3
4,39
5,36
6,16
0,6
1,8
2,28
0,14
1,10
2,17
3,17
4,39
5,39
6,34
0,29
1,11
0,0
0,7
1,3
2,1
0,14
1,22
2,4
3,30
4,31
5,42
6,34
0,31
1,41
2,7
3,42
4,42
0,37
1,22
2,13
3,35
4,6
5,34
6,10
0,33
0,21
1,29
2,15
3,37
0,24
1,15
2,5
3,35
4,26
5,4
6,15
0,28
1,29
2,37
3,21
4,0
0,1
1,24
2,18
3,22
0,15
1,22
0,37
1,14
2,8
0,8
1,10
2,17
3,2
4,5
5,5
0,20
1,25
2,23
3,39
4,38
5,29
0,7
1,26
2,18
3,29
4,2
5,17
6,20
0,19
1,5
2,29
3,29
4,16
0,15
1,11
0,30
1,26
2,11
3,11
0,1
1,11
0,10
0,28
1,24
2,39
0,38
1,26
2,17
3,35
0,41
1,2
2,16
3,42
0,27
1,21
2,10
3,33
4,30
5,39
6,38
0,2
1,13
2,41
3,29
4,11
0,3
1,33
0,18
1,19
2,0
3,40
4,27
5,18
6,22
7,36
8,20
0,38
1,30
2,42
0,25
1,18
0,29
1,22
0,28
1,8
2,26
3,13
4,32
0,17
1,27
2,11
0,21
0,22
1,16
0,2
1,28
2,37
3,9
4,27
5,35
0,25
1,22
0,4
1,30
2,26
3,39
4,29
0,0
0,10
0,3
1,29
2,11
3,1
4,23
0,24
1,30
2,2
3,0
0,35
1,18
0,37
1,41
2,38
0,21
0,25
1,43
2,3
3,25
4,15
0,15
1,38
0,17
1,22
2,9
3,24
4,39
5,42
0,37
1,4
2,26
3,24
0,1
1,12
0,9
1,5
2,31
3,3
4,15
5,12
0,16
1,21
0,24
1,17
2,23
0,20
1,21
0,16
1,22
2,16
3,27
4,2
5,39
0,9
1,38
2,23
0,24
1,16
2,12
0,43
0,2
1,28
2,9
0,14
1,35
2,34
3,7
4,14
5,16
6,28
7,32
0,33
0,37
1,9
2,3
0,14
1,18
2,14
0,25
1,35
0,17
1,32
0,10
1,32
2,7
3,6
4,7
5,33
0,9
1,26
2,2
3,35
0,0
1,31
2,21
0,20
1,25
2,36
3,21
0,6
1,15
2,17
0,9
1,3
2,5
3,9
0,7
1,6
2,8
0,18
1,42
2,18
3,2
4,35
0,8
1,22
0,40
1,14
2,3
3,3
4,2
5,41
6,21
0,4
1,21
0,40
1,41
2,41
3,30
4,20
0,18
1,15
2,17
3,26
0,17
1,17
2,26
3,22
4,37
5,19
6,38
7,0
8,27
0,37
1,25
0,27
1,17
2,43
3,1
0,38
1,30
2,0
3,35
4,43
0,30
1,10
0,11
1,1
2,42
3,7
0,14
1,17
2,17
0,3
1,36
0,25
1,13
2,14
3,37
4,22
0,43
1,8
0,28
1,29
2,17
3,1
4,1
5,10
0,29
1,6
2,1
3,27
4,18
0,20
0,36
1,41
0,31
1,18
2,25
3,28
4,16
5,2
6,27
7,41
8,13
0,18
1,14
2,5
3,21
0,34
1,26
2,43
3,18
4,5
5,29
6,15
7,27
0,29
1,27
2,26
3,22
0,1
1,22
0,1
1,30
2,13
3,5
4,37
5,0
0,7
1,5
2,0
0,38
1,25
0,2
1,21
0,4
1,40
2,17
3,6
4,12
5,15
6,23
0,24
1,29
2,18
3,35
4,43
0,36
1,0
2,39
3,32
0,42
1,22
2,8
3,5
4,35
5,14
6,40
7,5
0,33
0,2
1,15
2,5
3,1
0,10
0,9
1,4
2,39
3,6
4,20
0,39
1,21
2,35
3,9
4,26
5,28
6,40
7,17
8,24
9,19
10,28
11,14
0,41
1,32
2,4
3,32
0,16
1,29
2,17
3,13
4,11
0,16
1,36
2,39
3,20
0,42
1,39
2,1
0,23
1,5
2,32
3,11
4,10
0,28
1,2
2,18
0,29
1,29
2,21
0,24
1,33
0,4
1,6
2,20
3,19
4,18
5,6
6,26
0,29
1,23
2,6
3,4
4,11
5,10
0,24
1,42
2,12
3,17
4,7
5,21
0,39
1,37
2,16
3,23
4,27
5,21
0,22
1,9
2,39
3,10
0,34
1,0
2,15
3,7
4,12
5,23
6,9
0,0
0,30
1,42
2,30
3,16
4,35
5,13
6,18
7,32
0,6
1,19
2,38
3,5
4,24
0,7
1,23
2,7
3,29
4,2
5,15
6,40
7,13
0,38
1,28
2,4
0,12
0,18
1,20
0,16
1,6
2,37
3,29
0,22
0,29
1,27
2,1
3,10
0,31
1,35
2,4
3,2
4,30
5,17
6,20
0,6
1,43
2,33
3,23
0,28
1,17
2,42
0,14
1,2
2,33
0,38
1,35
2,2
3,14
4,28
5,21
0,41
1,17
2,32
3,39
4,40
0,15
1,37
2,26
3,26
0,33
0,1
1,18
2,12
3,20
0,3
1,0
0,40
1,6
0,38
1,31
2,39
3,15
0,9
1,23
2,35
3,15
4,4
5,37
6,13
0,11
0,37
1,23
2,30
3,15
4,40
5,10
6,9
0,27
1,20
0,5
1,33
0,39
1,33
2,30
0,2
1,26
2,20
0,41
1,22
0,8
1,20
0,23
1,24
2,32
0,21
0,33
1,27
2,3
3,14
4,38
5,38
6,22
0,14
1,17
2,39
3,20
